VehicleID,EngineSize,Cylinders,FuelType,Weight,DriveType,CityMPG,HighwayMPG,CombinedMPG,PetrolConsumptionL_100km
8600,3.6,8,Petrol,2257,Front-wheel Drive,30,45,36,6.86
8601,2.7,6,Diesel,2500,Rear-wheel Drive,21,26,23,9.4
8602,3.9,4,Petrol,2653,Rear-wheel Drive,32,46,38,5.54
8603,4.4,8,Petrol,4767,Rear-wheel Drive,14,48,29,8.22
8604,1.6,5,Petrol,5696,Front-wheel Drive,12,33,21,11.5
8605,2.8,4,Diesel,3635,All-wheel Drive,27,30,28,8.69
8606,2.6,6,Petrol,5175,All-wheel Drive,12,49,28,8.38
8607,3.7,3,Diesel,2478,Rear-wheel Drive,23,37,29,7.9
8608,2.0,4,Petrol,2239,Front-wheel Drive,11,44,25,8.89
8609,3.6,6,Petrol,4415,Rear-wheel Drive,27,37,31,7.68
8610,4.5,5,Hybrid,5824,Front-wheel Drive,22,41,30,9.0
8611,2.7,4,Petrol,5362,All-wheel Drive,11,49,28,9.13
8612,4.6,4,Diesel,5029,Front-wheel Drive,21,27,23,10.48
8613,5.0,8,Petrol,4196,Front-wheel Drive,11,21,15,16.2
8614,1.4,5,Petrol,2731,Rear-wheel Drive,17,41,27,9.36
8615,1.9,4,Diesel,2400,Rear-wheel Drive,14,40,25,9.88
8616,4.8,4,Diesel,5569,All-wheel Drive,34,26,30,8.2
8617,4.8,4,Diesel,2593,Front-wheel Drive,20,45,31,7.92
8618,1.4,8,Petrol,2287,Front-wheel Drive,22,48,33,6.62
8619,1.1,4,Petrol,3686,Rear-wheel Drive,30,24,27,9.34
8620,1.6,4,Hybrid,2133,Rear-wheel Drive,26,33,29,8.61
8621,5.0,4,Petrol,3820,Rear-wheel Drive,33,33,33,6.72
8622,1.7,6,Diesel,3854,Front-wheel Drive,25,22,23,9.75
8623,3.0,5,Petrol,3477,Rear-wheel Drive,28,25,26,8.75
8624,4.4,5,Hybrid,2224,Rear-wheel Drive,24,42,32,8.01
8625,1.1,4,Hybrid,4684,All-wheel Drive,27,36,31,7.38
8626,3.4,3,Petrol,4031,Rear-wheel Drive,15,43,27,8.49
8627,2.1,8,Diesel,2607,Rear-wheel Drive,13,27,19,12.65
8628,4.4,8,Petrol,4896,All-wheel Drive,13,48,28,8.25
8629,2.1,8,Petrol,2899,Front-wheel Drive,22,39,29,7.76
8630,3.7,8,Petrol,5823,Rear-wheel Drive,18,49,31,6.48
8631,3.7,6,Petrol,2825,All-wheel Drive,19,49,32,8.01
8632,1.9,5,Petrol,3950,Front-wheel Drive,23,43,32,7.18
8633,1.1,6,Petrol,4965,All-wheel Drive,17,22,19,12.93
8634,2.6,5,Petrol,2410,All-wheel Drive,12,48,28,8.2
8635,2.2,4,Petrol,2373,Front-wheel Drive,18,34,25,8.6
8636,4.2,4,Petrol,4132,Front-wheel Drive,10,24,16,14.64
8637,4.2,8,Petrol,2083,Front-wheel Drive,24,38,30,6.86
8638,2.8,4,Diesel,2481,Rear-wheel Drive,24,21,22,10.03
8639,3.4,6,Diesel,5414,All-wheel Drive,16,40,26,8.8
8640,3.4,3,Diesel,2271,Rear-wheel Drive,24,27,25,9.24
8641,4.3,4,Petrol,4053,Rear-wheel Drive,16,28,21,11.23
8642,2.7,4,Petrol,5535,Front-wheel Drive,22,24,22,11.31
8643,2.1,3,Diesel,2518,Rear-wheel Drive,21,22,21,10.98
8644,2.1,4,Diesel,4061,All-wheel Drive,27,31,28,7.64
8645,3.1,4,Petrol,5074,Rear-wheel Drive,16,22,18,13.83
8646,2.8,6,Diesel,3760,Rear-wheel Drive,16,43,28,8.77
8647,2.8,3,Petrol,2816,Front-wheel Drive,24,38,30,7.17
8648,1.4,4,Petrol,5875,Front-wheel Drive,18,35,25,9.71
8649,3.9,3,Diesel,2486,Front-wheel Drive,15,44,28,8.25
8650,1.9,5,Petrol,2796,Front-wheel Drive,18,45,30,7.45
8651,1.8,5,Petrol,5459,Front-wheel Drive,28,35,31,7.61
8652,2.7,5,Petrol,4534,Rear-wheel Drive,33,20,27,8.7
8653,1.9,4,Petrol,3191,All-wheel Drive,29,36,32,7.38
8654,3.3,4,Petrol,2936,Front-wheel Drive,25,40,31,7.5
8655,2.5,6,Petrol,4453,Front-wheel Drive,25,39,31,7.0
8656,2.8,6,Hybrid,2462,Rear-wheel Drive,10,22,15,15.7
8657,3.1,4,Diesel,4179,All-wheel Drive,32,36,33,6.77
8658,1.8,4,Petrol,2505,Front-wheel Drive,22,42,31,7.11
8659,1.6,4,Petrol,4001,All-wheel Drive,28,36,31,7.28
8660,4.5,4,Petrol,4680,Front-wheel Drive,13,35,22,10.2
8661,2.7,6,Diesel,4283,All-wheel Drive,28,25,26,8.68
8662,2.6,4,Petrol,2022,Rear-wheel Drive,31,45,37,5.94
8663,1.1,4,Petrol,2613,Front-wheel Drive,19,37,27,7.66
8664,3.0,4,Petrol,5203,Front-wheel Drive,22,33,26,9.16
8665,3.2,8,Petrol,2451,All-wheel Drive,10,39,23,9.98
8666,3.2,6,Diesel,2273,Front-wheel Drive,22,27,24,9.79
8667,3.8,6,Diesel,3024,All-wheel Drive,19,38,27,8.82
8668,1.7,4,Diesel,5615,All-wheel Drive,24,28,25,9.47
8669,2.0,5,Petrol,4708,Front-wheel Drive,24,40,31,7.74
8670,4.2,4,Diesel,2165,All-wheel Drive,16,41,27,8.67
8671,4.8,3,Petrol,4457,All-wheel Drive,23,37,29,8.21
8672,1.5,4,Petrol,2296,Front-wheel Drive,17,20,18,12.34
8673,3.0,4,Petrol,5760,Front-wheel Drive,28,40,33,7.09
8674,1.9,4,Petrol,5924,All-wheel Drive,34,36,34,6.87
8675,1.2,6,Petrol,4026,Rear-wheel Drive,27,23,25,9.25
8676,2.3,4,Diesel,3116,All-wheel Drive,24,35,28,8.39
8677,1.6,4,Petrol,5700,All-wheel Drive,18,43,29,7.51
8678,3.8,4,Petrol,2936,Front-wheel Drive,21,49,33,7.01
8679,3.1,4,Hybrid,5050,Front-wheel Drive,30,31,30,7.82
8680,1.6,3,Petrol,2095,All-wheel Drive,31,32,31,8.19
8681,1.0,4,Diesel,2570,All-wheel Drive,23,21,22,10.66
8682,4.2,4,Diesel,4947,Front-wheel Drive,11,41,24,9.41
8683,1.7,4,Petrol,2140,All-wheel Drive,14,31,21,10.25
8684,3.4,4,Petrol,3340,Front-wheel Drive,31,29,30,7.75
8685,2.3,4,Diesel,4610,Front-wheel Drive,14,48,29,8.25
8686,3.3,4,Diesel,3954,Rear-wheel Drive,23,49,34,6.88
8687,2.3,4,Petrol,5061,All-wheel Drive,13,34,22,11.09
8688,1.3,4,Petrol,2766,Front-wheel Drive,33,24,28,7.83
8689,1.9,6,Petrol,3626,Front-wheel Drive,11,20,15,15.24
8690,1.8,4,Diesel,2832,Front-wheel Drive,10,27,17,14.75
8691,2.7,4,Petrol,3328,All-wheel Drive,11,40,24,9.79
8692,3.6,8,Hybrid,4224,Front-wheel Drive,22,44,31,7.38
8693,2.1,6,Hybrid,2614,Rear-wheel Drive,29,37,32,7.18
8694,1.0,8,Diesel,2653,Front-wheel Drive,26,25,25,9.1
8695,3.1,5,Diesel,4468,Rear-wheel Drive,34,42,37,6.75
8696,3.4,4,Petrol,2029,All-wheel Drive,22,20,21,10.8
8697,4.9,4,Petrol,2141,All-wheel Drive,26,33,29,7.99
8698,3.4,5,Petrol,3738,Front-wheel Drive,14,29,20,11.26
8699,2.9,8,Petrol,4270,Front-wheel Drive,33,23,28,7.0
8700,3.3,5,Petrol,3528,All-wheel Drive,34,37,35,6.5
8701,4.7,6,Diesel,4907,Rear-wheel Drive,34,42,37,6.28
8702,4.3,4,Petrol,3946,Front-wheel Drive,17,38,26,8.94
8703,2.3,4,Diesel,4877,All-wheel Drive,31,44,36,7.24
8704,1.9,8,Petrol,2510,Front-wheel Drive,31,27,29,8.16
8705,2.1,6,Petrol,5074,Front-wheel Drive,21,31,25,9.63
8706,3.0,8,Petrol,5525,All-wheel Drive,18,29,22,11.64
8707,4.0,6,Hybrid,5622,Front-wheel Drive,27,32,29,8.46
8708,3.0,4,Diesel,3298,Front-wheel Drive,25,26,25,8.95
8709,1.3,4,Petrol,5432,Rear-wheel Drive,28,43,34,6.48
8710,3.9,8,Petrol,4145,Rear-wheel Drive,31,36,33,6.47
8711,4.2,4,Hybrid,2987,All-wheel Drive,17,45,29,8.65
8712,2.2,4,Petrol,2459,Front-wheel Drive,16,31,22,11.84
8713,3.7,4,Petrol,5199,Front-wheel Drive,33,25,29,8.31
8714,2.7,4,Petrol,3190,Rear-wheel Drive,30,42,35,6.57
8715,4.6,3,Petrol,2265,Front-wheel Drive,18,26,21,11.94
8716,4.4,6,Petrol,5059,Rear-wheel Drive,31,32,31,8.1
8717,3.1,4,Petrol,4990,Rear-wheel Drive,21,33,26,8.62
8718,3.8,4,Diesel,2383,Front-wheel Drive,23,44,32,7.32
8719,4.5,6,Petrol,5928,Front-wheel Drive,19,42,29,8.2
8720,3.0,4,Diesel,4198,All-wheel Drive,25,47,34,6.74
8721,2.3,6,Petrol,3271,Rear-wheel Drive,11,42,24,9.55
8722,4.0,4,Petrol,2570,Front-wheel Drive,15,32,22,11.07
8723,1.9,8,Petrol,4265,Front-wheel Drive,20,25,22,11.34
8724,2.6,4,Diesel,4642,Front-wheel Drive,13,38,24,10.35
8725,4.5,3,Petrol,3125,Rear-wheel Drive,14,32,22,11.04
8726,3.9,6,Petrol,5731,Front-wheel Drive,14,41,26,9.91
8727,2.6,6,Petrol,4988,All-wheel Drive,26,28,26,8.81
8728,1.9,4,Diesel,4803,Rear-wheel Drive,14,30,21,11.0
8729,2.4,8,Petrol,2299,Front-wheel Drive,20,29,24,10.07
8730,2.1,4,Petrol,3809,Front-wheel Drive,18,22,19,12.6
8731,1.7,8,Petrol,3071,Rear-wheel Drive,24,38,30,7.52
8732,4.0,4,Diesel,4378,Front-wheel Drive,33,46,38,6.06
8733,2.0,4,Petrol,2761,Rear-wheel Drive,33,26,29,7.93
8734,2.8,4,Diesel,3752,All-wheel Drive,12,42,25,9.29
8735,2.5,4,Diesel,5306,Rear-wheel Drive,25,24,24,10.07
8736,4.9,4,Diesel,4560,Front-wheel Drive,18,43,29,8.1
8737,2.6,4,Petrol,2927,Rear-wheel Drive,34,43,38,5.17
8738,1.3,3,Petrol,4144,Rear-wheel Drive,32,46,38,6.29
8739,1.4,4,Diesel,3983,All-wheel Drive,15,46,28,8.51
8740,3.4,4,Petrol,3798,All-wheel Drive,18,34,25,9.81
8741,3.4,6,Petrol,5422,Rear-wheel Drive,31,21,26,9.14
8742,2.7,4,Petrol,4137,Front-wheel Drive,28,30,28,8.6
8743,2.7,6,Hybrid,5270,All-wheel Drive,15,25,19,11.45
8744,1.2,8,Petrol,5171,Rear-wheel Drive,20,24,21,11.21
8745,3.1,5,Petrol,5501,Front-wheel Drive,11,39,23,10.27
8746,3.0,8,Diesel,2151,Rear-wheel Drive,27,26,26,9.39
8747,1.6,4,Petrol,3604,All-wheel Drive,16,23,19,12.84
8748,1.4,4,Hybrid,2725,Rear-wheel Drive,33,24,28,8.25
8749,1.5,4,Petrol,4155,All-wheel Drive,32,43,36,7.37
8750,1.4,4,Diesel,2163,Rear-wheel Drive,30,24,27,8.83
8751,3.4,6,Petrol,2450,Rear-wheel Drive,13,46,27,8.85
8752,1.8,4,Diesel,2817,Rear-wheel Drive,33,48,39,6.02
8753,2.0,4,Diesel,4295,Rear-wheel Drive,34,46,39,5.62
8754,1.7,6,Diesel,2954,Front-wheel Drive,16,44,28,8.3
8755,4.8,4,Diesel,2484,Rear-wheel Drive,26,29,27,8.92
8756,4.4,4,Petrol,4489,All-wheel Drive,13,37,23,10.52
8757,1.9,4,Hybrid,4021,All-wheel Drive,22,21,21,11.21
8758,2.3,8,Diesel,5885,Front-wheel Drive,29,34,31,7.05
8759,1.8,6,Diesel,5781,All-wheel Drive,28,28,28,7.97
8760,3.0,4,Diesel,4547,All-wheel Drive,13,21,16,15.55
8761,1.1,4,Petrol,5032,Front-wheel Drive,34,22,28,8.45
8762,3.7,3,Diesel,4326,Front-wheel Drive,22,41,30,8.39
8763,3.1,4,Petrol,2523,Rear-wheel Drive,10,39,23,11.35
8764,4.6,6,Diesel,5739,Rear-wheel Drive,11,43,25,8.8
8765,1.7,4,Petrol,3209,All-wheel Drive,16,43,28,7.93
8766,4.2,4,Petrol,5819,Front-wheel Drive,34,21,28,8.42
8767,4.2,8,Hybrid,2828,Front-wheel Drive,32,21,27,8.35
8768,1.5,6,Hybrid,2487,Front-wheel Drive,26,38,31,7.58
8769,2.6,5,Diesel,2223,Front-wheel Drive,16,33,23,9.84
8770,1.7,4,Diesel,5571,Front-wheel Drive,31,46,37,6.18
8771,2.0,4,Diesel,2984,Rear-wheel Drive,22,37,28,8.42
8772,2.1,4,Diesel,3569,Rear-wheel Drive,26,40,32,6.93
8773,3.2,5,Petrol,4909,Front-wheel Drive,10,20,14,16.89
8774,2.6,4,Hybrid,2100,Rear-wheel Drive,11,26,17,13.55
8775,4.8,6,Diesel,4813,Front-wheel Drive,15,27,20,11.57
8776,1.5,8,Diesel,5345,Rear-wheel Drive,21,31,25,9.69
8777,4.9,4,Hybrid,3911,Front-wheel Drive,22,23,22,10.79
8778,1.9,4,Petrol,4040,Front-wheel Drive,29,42,34,7.22
8779,4.1,6,Petrol,4722,Front-wheel Drive,29,44,35,6.94
8780,2.4,8,Hybrid,4479,Front-wheel Drive,31,26,28,7.89
8781,1.6,6,Petrol,2548,Rear-wheel Drive,18,37,26,8.95
8782,4.4,3,Diesel,3535,All-wheel Drive,26,37,30,7.54
8783,2.2,4,Petrol,3832,Rear-wheel Drive,27,45,35,6.7
8784,3.6,6,Diesel,4437,Rear-wheel Drive,17,29,22,10.53
8785,3.3,5,Diesel,4258,Front-wheel Drive,17,29,22,10.95
8786,2.9,4,Diesel,3919,All-wheel Drive,20,25,22,11.13
8787,3.0,4,Petrol,3109,Front-wheel Drive,31,43,36,6.27
8788,3.9,6,Petrol,3528,Front-wheel Drive,31,31,31,7.34
8789,1.4,4,Diesel,5551,All-wheel Drive,17,29,22,11.2
8790,3.7,6,Hybrid,5674,Front-wheel Drive,27,46,35,7.34
8791,4.6,3,Petrol,2762,Front-wheel Drive,27,32,29,8.32
8792,1.2,6,Petrol,4255,Rear-wheel Drive,22,45,32,6.92
8793,1.6,5,Petrol,2985,All-wheel Drive,10,49,27,9.06
8794,3.9,4,Hybrid,5366,Front-wheel Drive,24,46,33,7.5
8795,2.7,6,Diesel,2771,Rear-wheel Drive,31,31,31,8.21
8796,2.6,6,Hybrid,4959,Rear-wheel Drive,15,38,25,9.22
8797,1.5,8,Petrol,5891,Rear-wheel Drive,15,20,17,14.64
8798,3.0,4,Petrol,4672,All-wheel Drive,22,20,21,10.59
8799,1.5,5,Diesel,5346,Front-wheel Drive,11,30,19,12.77
8800,2.9,5,Petrol,5675,Rear-wheel Drive,32,37,34,7.32
8801,4.1,4,Petrol,5448,Front-wheel Drive,28,45,35,7.16
8802,2.0,6,Petrol,2784,Front-wheel Drive,26,41,32,6.4
8803,2.9,3,Petrol,5244,Front-wheel Drive,10,21,14,16.12
8804,5.0,4,Petrol,5201,All-wheel Drive,23,25,23,10.52
8805,3.7,4,Petrol,5969,Front-wheel Drive,25,35,29,8.52
8806,4.4,4,Petrol,4647,All-wheel Drive,24,46,33,6.93
8807,2.7,8,Petrol,3781,All-wheel Drive,18,20,18,12.98
8808,4.1,5,Diesel,4614,Front-wheel Drive,28,28,28,8.29
8809,1.2,4,Petrol,4906,All-wheel Drive,17,47,30,7.55
8810,1.5,6,Petrol,4051,Front-wheel Drive,24,34,28,9.54
8811,1.8,4,Petrol,2495,All-wheel Drive,19,35,26,9.52
8812,2.6,4,Petrol,4426,All-wheel Drive,32,33,32,6.87
8813,4.4,3,Diesel,2355,Rear-wheel Drive,11,26,17,14.2
8814,2.4,4,Diesel,2467,Rear-wheel Drive,27,20,23,9.69
8815,3.6,4,Diesel,5467,All-wheel Drive,29,35,31,7.51
8816,3.8,5,Petrol,2437,Front-wheel Drive,11,28,18,12.61
8817,3.3,4,Petrol,2827,Front-wheel Drive,30,48,38,5.37
8818,2.4,4,Petrol,5612,All-wheel Drive,21,44,31,7.77
8819,3.3,4,Hybrid,2700,Rear-wheel Drive,19,30,23,10.2
8820,2.4,4,Diesel,5059,All-wheel Drive,21,49,33,7.29
8821,1.3,8,Petrol,2045,Front-wheel Drive,16,29,21,10.49
8822,5.0,3,Petrol,2608,Rear-wheel Drive,11,30,19,13.58
8823,1.5,6,Petrol,2048,Front-wheel Drive,34,25,29,7.94
8824,1.3,4,Petrol,4167,All-wheel Drive,10,21,14,17.28
8825,4.5,5,Diesel,5729,Rear-wheel Drive,11,37,22,10.66
8826,2.2,4,Petrol,5915,All-wheel Drive,32,31,31,7.57
8827,3.6,8,Diesel,5832,Rear-wheel Drive,30,33,31,7.14
8828,2.3,4,Petrol,5145,Front-wheel Drive,26,27,26,10.11
8829,2.6,4,Petrol,5479,All-wheel Drive,29,44,35,7.89
8830,2.0,8,Petrol,5566,Rear-wheel Drive,17,23,19,12.13
8831,2.4,6,Diesel,4320,All-wheel Drive,30,37,33,7.26
8832,2.6,4,Petrol,3023,All-wheel Drive,21,40,29,8.11
8833,3.9,8,Petrol,5065,Front-wheel Drive,11,32,20,12.39
8834,3.0,6,Diesel,5178,Rear-wheel Drive,18,42,28,9.3
8835,4.8,4,Petrol,3887,All-wheel Drive,26,33,29,7.44
8836,1.2,4,Petrol,2183,All-wheel Drive,26,39,31,6.52
8837,3.0,4,Petrol,4392,Rear-wheel Drive,19,47,31,7.37
8838,3.3,4,Diesel,2819,All-wheel Drive,22,44,31,7.11
8839,4.7,6,Petrol,3606,All-wheel Drive,14,47,28,8.23
8840,1.2,4,Diesel,3555,All-wheel Drive,23,34,27,9.0
8841,3.3,3,Petrol,3692,All-wheel Drive,23,39,30,8.4
8842,4.4,6,Petrol,3362,Rear-wheel Drive,24,43,32,7.34
8843,2.0,4,Diesel,2458,Front-wheel Drive,34,38,35,7.15
8844,4.5,8,Diesel,4272,All-wheel Drive,31,47,38,6.04
8845,1.1,8,Diesel,2689,Rear-wheel Drive,14,33,22,11.34
8846,3.9,8,Petrol,4422,Front-wheel Drive,31,31,31,6.96
8847,4.7,6,Petrol,5701,All-wheel Drive,15,41,26,9.12
8848,3.6,4,Diesel,4958,All-wheel Drive,18,34,25,8.47
8849,2.8,4,Petrol,5742,Front-wheel Drive,18,25,21,11.35
8850,1.2,4,Petrol,5596,Front-wheel Drive,30,38,33,7.27
8851,4.7,4,Petrol,5127,All-wheel Drive,13,21,16,13.94
8852,2.9,5,Petrol,4042,All-wheel Drive,10,25,16,14.76
8853,1.1,3,Petrol,2239,Front-wheel Drive,31,42,35,6.94
8854,3.8,8,Hybrid,5346,Rear-wheel Drive,32,42,36,7.07
8855,2.9,8,Diesel,2837,Front-wheel Drive,32,45,37,7.05
8856,1.5,4,Hybrid,4971,All-wheel Drive,24,30,26,9.07
8857,1.9,4,Hybrid,5477,Rear-wheel Drive,23,20,21,11.38
8858,1.3,4,Petrol,2667,Front-wheel Drive,10,47,26,8.38
8859,3.3,6,Petrol,5663,Rear-wheel Drive,15,41,26,9.1
8860,3.5,5,Petrol,3137,Rear-wheel Drive,17,28,21,11.38
8861,3.0,4,Diesel,5616,Rear-wheel Drive,12,32,21,11.01
8862,4.3,4,Petrol,4161,Rear-wheel Drive,26,28,26,9.09
8863,4.4,4,Petrol,3000,Rear-wheel Drive,32,34,32,7.56
8864,3.5,8,Petrol,3964,Front-wheel Drive,29,47,37,5.77
8865,1.1,4,Petrol,3455,All-wheel Drive,14,37,24,10.09
8866,3.8,3,Petrol,3525,Front-wheel Drive,27,23,25,9.56
8867,2.7,6,Petrol,3394,All-wheel Drive,16,41,27,8.54
8868,3.3,6,Diesel,3598,Front-wheel Drive,26,23,24,10.25
8869,3.6,6,Petrol,3561,Front-wheel Drive,24,31,27,8.53
8870,2.4,4,Hybrid,3110,Rear-wheel Drive,29,28,28,9.36
8871,4.7,5,Petrol,5840,All-wheel Drive,33,37,34,7.26
8872,1.5,4,Hybrid,3469,Rear-wheel Drive,25,45,34,6.9
8873,3.7,3,Petrol,2604,Rear-wheel Drive,22,25,23,10.6
8874,1.0,4,Diesel,2199,Rear-wheel Drive,16,36,25,9.86
8875,4.7,3,Petrol,3385,Rear-wheel Drive,24,44,33,6.67
8876,1.5,4,Diesel,4534,All-wheel Drive,32,36,33,7.04
8877,1.4,8,Diesel,3922,Front-wheel Drive,32,48,39,5.76
8878,2.3,4,Petrol,4764,Front-wheel Drive,14,32,22,11.8
8879,2.5,8,Petrol,2083,All-wheel Drive,21,31,25,8.61
8880,1.9,4,Petrol,5690,Front-wheel Drive,19,33,25,9.74
8881,3.3,4,Petrol,3270,All-wheel Drive,28,27,27,8.4
8882,2.8,5,Petrol,3907,Front-wheel Drive,19,48,32,6.94
8883,1.1,6,Diesel,5588,All-wheel Drive,16,34,24,9.99
8884,2.3,4,Petrol,4988,Front-wheel Drive,33,28,30,7.91
8885,4.2,6,Diesel,4315,Rear-wheel Drive,32,20,26,9.44
8886,3.8,3,Diesel,5887,Front-wheel Drive,31,36,33,7.26
8887,3.9,8,Diesel,2464,Rear-wheel Drive,24,29,26,8.66
8888,3.8,4,Petrol,5085,Rear-wheel Drive,18,49,31,8.11
8889,2.2,6,Petrol,4868,All-wheel Drive,15,42,27,8.74
8890,1.4,4,Petrol,4265,Front-wheel Drive,30,45,36,6.09
8891,2.1,6,Petrol,5037,Front-wheel Drive,20,24,21,10.78
8892,4.3,5,Petrol,3257,Front-wheel Drive,15,30,21,11.02
8893,4.9,4,Hybrid,4092,Front-wheel Drive,29,22,25,10.21
8894,3.0,8,Diesel,4207,Front-wheel Drive,24,44,33,5.83
8895,1.0,4,Petrol,3181,Front-wheel Drive,22,21,21,11.53
8896,1.6,4,Petrol,2779,Front-wheel Drive,15,41,26,9.34
8897,2.3,6,Petrol,5171,Front-wheel Drive,29,23,26,9.46
8898,3.3,4,Hybrid,5154,Front-wheel Drive,30,40,34,6.89
8899,1.3,4,Hybrid,2555,Front-wheel Drive,24,21,22,10.53
8900,4.8,4,Petrol,5224,All-wheel Drive,15,20,17,14.54
8901,2.5,6,Petrol,4729,Front-wheel Drive,25,28,26,8.38
8902,4.7,4,Petrol,5092,All-wheel Drive,10,22,15,15.13
8903,4.1,4,Petrol,3273,Front-wheel Drive,15,25,19,11.37
8904,4.0,6,Petrol,3212,Front-wheel Drive,25,33,28,8.18
8905,3.4,6,Diesel,3345,Front-wheel Drive,31,44,36,7.77
8906,3.5,8,Petrol,3892,All-wheel Drive,10,20,14,16.3
8907,3.6,6,Diesel,5604,All-wheel Drive,16,31,22,10.91
8908,3.5,5,Petrol,2793,Front-wheel Drive,19,40,28,8.15
8909,3.2,4,Diesel,4719,Front-wheel Drive,30,35,32,7.24
8910,4.9,4,Diesel,2218,All-wheel Drive,17,39,26,8.59
8911,3.9,6,Petrol,5088,All-wheel Drive,30,38,33,6.88
8912,4.1,8,Diesel,4563,Rear-wheel Drive,14,37,24,9.37
8913,4.5,6,Petrol,3062,All-wheel Drive,27,33,29,8.93
8914,1.9,3,Petrol,5854,All-wheel Drive,13,22,17,13.7
8915,1.3,4,Petrol,3824,All-wheel Drive,29,33,30,7.11
8916,2.9,5,Petrol,5067,Front-wheel Drive,25,36,29,8.78
8917,3.1,5,Petrol,2700,Front-wheel Drive,19,32,24,8.98
8918,4.3,6,Diesel,4189,Rear-wheel Drive,25,20,22,11.06
8919,2.8,4,Petrol,4393,Front-wheel Drive,17,48,30,7.81
8920,3.3,4,Petrol,2302,Front-wheel Drive,28,48,37,6.98
8921,3.1,8,Diesel,3153,Front-wheel Drive,10,27,17,13.35
8922,1.2,5,Diesel,4515,Rear-wheel Drive,32,40,35,7.28
8923,3.5,4,Petrol,2345,Rear-wheel Drive,18,21,19,12.64
8924,4.3,4,Petrol,4881,Front-wheel Drive,15,38,25,9.52
8925,1.6,8,Petrol,2175,All-wheel Drive,22,34,27,8.81
8926,3.4,6,Petrol,5519,Front-wheel Drive,22,33,26,8.6
8927,3.4,4,Diesel,4241,All-wheel Drive,27,33,29,9.69
8928,1.7,3,Petrol,4991,Rear-wheel Drive,23,37,29,8.15
8929,1.5,3,Petrol,4384,Front-wheel Drive,11,34,21,11.11
8930,4.9,4,Hybrid,5857,All-wheel Drive,25,29,26,8.87
8931,2.6,5,Diesel,3202,Front-wheel Drive,26,37,30,8.01
8932,1.9,4,Petrol,3775,Front-wheel Drive,31,39,34,7.11
8933,1.7,5,Diesel,4691,Front-wheel Drive,25,47,34,7.24
8934,3.7,6,Diesel,2080,Rear-wheel Drive,23,23,23,10.11
8935,3.4,3,Petrol,4208,All-wheel Drive,22,26,23,10.56
8936,3.6,4,Diesel,2406,All-wheel Drive,25,21,23,10.72
8937,1.4,4,Petrol,3204,All-wheel Drive,33,28,30,8.73
8938,4.6,4,Diesel,3292,Rear-wheel Drive,10,42,24,9.95
8939,2.6,3,Hybrid,5910,Rear-wheel Drive,26,23,24,10.28
8940,2.3,5,Petrol,3593,Front-wheel Drive,10,31,19,11.89
8941,2.8,6,Diesel,5560,Front-wheel Drive,19,42,29,7.98
8942,2.6,6,Diesel,2493,All-wheel Drive,14,29,20,11.11
8943,4.5,6,Diesel,4238,All-wheel Drive,16,30,22,10.1
8944,4.7,5,Diesel,3344,All-wheel Drive,13,20,16,14.74
8945,2.2,6,Petrol,3383,All-wheel Drive,10,32,19,12.68
8946,4.5,4,Diesel,2553,Front-wheel Drive,10,26,17,14.1
8947,4.1,8,Diesel,3118,Front-wheel Drive,19,48,32,7.0
8948,4.7,4,Diesel,4403,All-wheel Drive,12,25,17,14.24
8949,2.0,4,Diesel,3624,All-wheel Drive,14,28,20,11.2
8950,3.3,4,Petrol,5692,Front-wheel Drive,22,43,31,7.28
8951,2.1,8,Petrol,4417,All-wheel Drive,30,37,33,7.09
8952,4.3,8,Diesel,4792,Front-wheel Drive,34,46,39,5.62
8953,1.0,6,Hybrid,4343,Rear-wheel Drive,18,22,19,12.02
8954,3.3,5,Petrol,5933,All-wheel Drive,34,32,33,7.29
8955,2.4,4,Petrol,5173,All-wheel Drive,17,22,19,12.18
8956,2.3,8,Diesel,4068,All-wheel Drive,20,32,25,9.34
8957,3.6,5,Diesel,5154,Front-wheel Drive,34,49,40,6.68
8958,4.4,8,Diesel,5023,Front-wheel Drive,33,47,39,6.42
8959,3.4,4,Petrol,2672,Front-wheel Drive,23,25,23,10.23
8960,4.4,4,Diesel,4414,Rear-wheel Drive,17,37,26,8.76
8961,2.1,6,Diesel,4757,Front-wheel Drive,33,46,38,6.72
8962,3.1,4,Diesel,4601,Rear-wheel Drive,33,21,27,8.2
8963,2.8,8,Diesel,2548,Rear-wheel Drive,30,39,34,6.74
8964,1.0,4,Petrol,3735,Front-wheel Drive,19,36,26,9.05
8965,3.2,8,Hybrid,3408,All-wheel Drive,12,20,15,15.63
8966,3.6,4,Diesel,5404,Front-wheel Drive,13,36,23,9.36
8967,3.4,6,Petrol,3689,All-wheel Drive,34,24,29,8.2
8968,3.9,4,Hybrid,5952,Front-wheel Drive,32,48,39,6.52
8969,3.3,5,Hybrid,4086,All-wheel Drive,21,28,24,9.97
8970,1.3,4,Diesel,4094,All-wheel Drive,18,23,20,12.24
8971,1.5,8,Petrol,3335,Rear-wheel Drive,20,33,25,9.37
8972,3.4,5,Petrol,3133,Rear-wheel Drive,20,27,23,10.65
8973,2.1,4,Petrol,2185,All-wheel Drive,25,42,32,6.68
8974,1.3,8,Petrol,2923,Rear-wheel Drive,22,32,26,9.85
