HouseID,Price,SquareFeet,Bedrooms,Bathrooms,GarageSize,YearBuilt,LotSize,Stories,Fireplaces,Pool,Basement,RoofType,HeatingType,Cooling,Neighborhood,Condition,Renovated,DistanceToCityCenter,SchoolRating,Age
16492,600600.0,2842,2,3.7,3,1954,16765,2,1,0,1,Metal,HeatPump,1,Suburban,Very Good,0,13.7,6,71
16493,390600.0,1322,6,3.7,3,1958,18201,1,1,0,1,Tile,Baseboard,1,Urban,Good,1,24.4,2,67
16494,733500.0,3507,6,2.3,2,2011,4230,2,0,0,1,Tile,Radiant,1,Urban,Good,0,23.6,5,14
16495,748200.0,3798,5,3.2,2,1983,3669,1,0,0,0,Shingle,ForcedAir,0,Urban,Very Good,0,13.5,4,42
16496,934300.0,4721,5,1.7,0,1989,8405,1,1,0,1,Flat,Radiant,1,Urban,Excellent,1,11.2,5,36
16497,452500.0,1709,6,3.5,1,1988,18408,1,0,1,1,Shingle,Baseboard,0,Rural,Very Good,0,24.2,2,37
16498,904700.0,4933,6,2.0,1,1962,17943,2,2,0,1,Flat,ForcedAir,1,Suburban,Poor,0,13.4,7,63
16499,509600.0,2680,3,2.4,2,1953,11287,2,0,0,0,Flat,Radiant,1,Suburban,Fair,0,12.0,7,72
16500,767700.0,4079,4,3.7,0,1958,17451,2,0,0,1,Flat,Baseboard,1,Urban,Very Good,0,22.8,7,67
16501,751000.0,3360,6,3.4,2,2021,12837,1,2,0,1,Tile,Radiant,1,Urban,Good,0,9.3,8,4
16502,701100.0,3872,1,3.9,0,1955,14539,3,0,0,1,Metal,ForcedAir,0,Suburban,Good,0,25.7,2,70
16503,856000.0,4626,6,2.1,2,1982,13593,2,2,0,1,Metal,HeatPump,1,Urban,Fair,0,18.5,6,43
16504,792000.0,3675,3,1.5,2,2019,6783,1,1,0,1,Metal,Baseboard,1,Rural,Good,0,13.5,3,6
16505,767500.0,3706,6,3.7,1,1997,4573,2,0,0,1,Flat,ForcedAir,1,Rural,Good,0,19.1,9,28
16506,417600.0,1344,5,2.5,0,1986,2748,1,0,0,1,Flat,Radiant,0,Suburban,Excellent,0,7.8,8,39
16507,851000.0,3897,5,3.7,3,1971,8112,3,1,1,1,Flat,HeatPump,1,Suburban,Very Good,0,26.6,10,54
16508,858100.0,4425,4,3.2,0,1999,4960,2,2,0,1,Metal,Radiant,1,Rural,Good,0,4.8,6,26
16509,779600.0,4305,2,3.6,0,1968,14227,2,2,0,1,Flat,Baseboard,1,Urban,Very Good,0,8.4,1,57
16510,472800.0,1884,3,3.0,1,1977,15914,1,2,0,1,Metal,ForcedAir,1,Suburban,Fair,0,16.7,8,48
16511,456400.0,1352,2,3.4,3,2013,8342,2,2,0,1,Shingle,HeatPump,1,Urban,Good,1,21.6,10,12
16512,527800.0,1953,5,1.4,3,2007,6217,1,2,0,1,Flat,HeatPump,0,Suburban,Very Good,1,7.4,3,18
16513,915800.0,4738,4,3.9,1,1974,15720,1,0,0,0,Tile,ForcedAir,1,Urban,Very Good,0,29.6,4,51
16514,732200.0,3045,5,1.5,2,2021,18747,1,0,0,1,Metal,Radiant,1,Suburban,Good,0,14.7,9,4
16515,618600.0,2486,4,1.1,0,2007,10432,1,0,1,1,Flat,ForcedAir,1,Urban,Excellent,0,21.3,7,18
16516,389600.0,1493,6,2.6,0,1981,14868,1,1,0,1,Flat,Baseboard,1,Suburban,Fair,0,14.3,7,44
16517,797100.0,4590,1,3.1,2,1996,4988,2,0,0,1,Tile,HeatPump,0,Urban,Poor,1,11.0,1,29
16518,365000.0,1297,2,3.1,3,1987,10808,2,1,0,0,Flat,HeatPump,1,Urban,Poor,1,13.6,9,38
16519,658100.0,2895,3,2.0,2,1967,16496,1,0,0,1,Tile,ForcedAir,1,Urban,Very Good,1,29.2,7,58
16520,380000.0,1412,4,3.3,3,1976,6358,1,2,1,1,Tile,Baseboard,1,Rural,Fair,0,7.7,1,49
16521,956200.0,4767,6,3.5,2,1986,6924,1,1,0,1,Tile,ForcedAir,1,Suburban,Very Good,1,26.1,7,39
16522,390100.0,1175,6,2.8,2,1991,9997,1,0,0,1,Shingle,HeatPump,1,Urban,Poor,0,8.5,7,34
16523,361700.0,1605,1,2.2,3,1985,17433,1,2,0,0,Metal,Baseboard,1,Suburban,Good,0,29.5,2,40
16524,434300.0,1720,6,2.8,0,1983,2835,1,1,0,0,Flat,Baseboard,0,Urban,Fair,0,18.5,9,42
16525,833000.0,4404,6,3.6,2,1964,5923,2,0,0,1,Metal,Baseboard,0,Rural,Fair,1,18.6,5,61
16526,510200.0,2243,1,3.7,3,2010,4635,2,2,0,1,Flat,HeatPump,0,Rural,Good,0,14.1,3,15
16527,553100.0,2345,2,1.1,0,1976,5266,2,0,1,0,Metal,Radiant,1,Urban,Good,1,21.7,10,49
16528,463800.0,2010,6,1.4,0,1968,12850,2,2,0,1,Shingle,ForcedAir,0,Rural,Fair,0,3.8,5,57
16529,528200.0,2880,4,1.0,0,1956,15723,1,0,1,1,Shingle,HeatPump,1,Suburban,Poor,0,14.2,1,69
16530,689400.0,2948,3,2.5,3,2010,6922,2,2,1,1,Tile,HeatPump,1,Suburban,Excellent,1,16.3,5,15
16531,483000.0,2308,3,2.3,3,1950,16108,2,0,0,1,Metal,Radiant,1,Suburban,Excellent,0,24.3,3,75
16532,492300.0,1713,3,2.6,2,1970,10574,1,2,0,1,Flat,ForcedAir,1,Rural,Very Good,0,26.7,8,55
16533,735000.0,3580,5,3.1,2,1965,7847,1,2,0,1,Metal,HeatPump,1,Suburban,Very Good,0,29.1,6,60
16534,398900.0,1189,5,2.1,2,1998,12049,1,0,0,1,Flat,HeatPump,1,Urban,Good,1,25.9,6,27
16535,878300.0,4849,4,1.6,2,1978,15159,1,1,0,1,Flat,Baseboard,1,Urban,Fair,1,17.6,3,47
16536,874800.0,4425,6,2.2,3,1996,9755,2,1,0,1,Tile,ForcedAir,1,Rural,Excellent,0,3.3,5,29
16537,473600.0,1870,6,1.0,3,1950,9349,2,1,0,1,Flat,ForcedAir,1,Urban,Good,1,22.4,9,75
16538,644100.0,3370,3,3.5,1,1963,6078,1,2,0,0,Metal,HeatPump,0,Suburban,Good,0,2.7,5,62
16539,868700.0,4537,1,2.2,2,1996,18984,1,0,0,1,Shingle,ForcedAir,1,Rural,Good,0,27.5,4,29
16540,766300.0,3579,6,2.9,3,2009,17899,1,0,0,1,Metal,Baseboard,1,Urban,Fair,0,27.4,3,16
16541,336000.0,1138,3,2.0,1,1975,16099,1,1,1,1,Tile,Baseboard,1,Suburban,Good,0,2.2,9,50
16542,586700.0,2776,4,2.8,2,1967,7569,1,1,0,1,Flat,Radiant,1,Suburban,Good,0,20.4,2,58
16543,773300.0,4236,3,2.6,1,1985,4500,2,2,0,1,Tile,ForcedAir,1,Rural,Poor,1,14.0,2,40
16544,420800.0,1594,2,1.6,2,2002,19057,1,2,0,1,Tile,HeatPump,1,Urban,Poor,0,28.3,10,23
16545,556200.0,2522,3,2.9,2,2017,5816,1,1,0,0,Tile,Baseboard,1,Urban,Good,0,24.6,2,8
16546,805500.0,4019,6,1.3,0,2011,2188,1,0,0,0,Tile,Baseboard,1,Urban,Good,0,20.8,7,14
16547,468500.0,1698,6,2.4,3,2018,4432,1,1,0,0,Metal,Baseboard,1,Suburban,Good,0,10.2,3,7
16548,311500.0,902,1,3.2,1,2015,4991,1,1,0,0,Shingle,HeatPump,1,Suburban,Very Good,1,22.8,2,10
16549,714800.0,3659,4,2.6,2,1959,5471,2,2,0,1,Metal,Radiant,1,Rural,Good,0,6.1,8,66
16550,935700.0,4988,4,3.2,3,2007,15754,1,1,0,0,Metal,HeatPump,1,Rural,Very Good,0,16.7,3,18
16551,449300.0,2247,1,1.8,1,1998,8435,2,0,0,1,Flat,HeatPump,1,Suburban,Excellent,0,11.9,1,27
16552,646800.0,2832,4,1.1,0,2004,8334,1,2,1,0,Flat,Baseboard,1,Urban,Very Good,0,4.7,8,21
16553,923400.0,4832,3,1.2,3,1992,9097,2,1,0,1,Tile,Radiant,1,Rural,Very Good,1,27.8,3,33
16554,747300.0,3860,4,1.8,1,2000,14138,2,1,0,0,Shingle,HeatPump,1,Urban,Very Good,0,29.7,4,25
16555,495900.0,2334,3,2.2,2,1971,5233,1,2,0,1,Metal,ForcedAir,1,Suburban,Fair,0,3.6,5,54
16556,727300.0,3647,4,2.6,0,1992,9485,1,1,0,0,Tile,ForcedAir,1,Rural,Good,0,15.6,5,33
16557,760100.0,4009,6,3.3,3,1957,9965,1,1,1,1,Shingle,HeatPump,1,Suburban,Fair,0,9.9,1,68
16558,803900.0,4263,3,3.5,2,1952,15192,1,1,0,0,Flat,HeatPump,0,Suburban,Good,0,3.7,10,73
16559,361200.0,1234,3,3.1,0,1990,18206,3,2,0,1,Shingle,ForcedAir,0,Suburban,Fair,0,21.1,9,35
16560,545400.0,2057,6,2.4,0,2002,19026,1,2,1,1,Metal,Baseboard,1,Urban,Good,0,12.5,5,23
16561,318500.0,854,1,1.8,1,1989,11131,2,2,0,1,Flat,HeatPump,0,Urban,Good,1,29.3,4,36
16562,426700.0,1730,1,2.3,2,2007,10207,1,2,0,0,Shingle,Baseboard,1,Rural,Good,0,20.0,2,18
16563,753900.0,3599,6,1.8,2,1967,13813,1,2,1,1,Metal,HeatPump,1,Suburban,Very Good,0,13.2,6,58
16564,417700.0,1111,5,2.9,3,1999,12430,2,1,0,1,Flat,Baseboard,1,Suburban,Very Good,0,18.1,9,26
16565,409500.0,1756,1,3.5,3,1960,16798,1,2,0,0,Metal,HeatPump,0,Urban,Good,0,12.7,7,65
16566,888200.0,4883,3,2.6,3,2015,12632,1,0,0,1,Tile,HeatPump,1,Urban,Good,0,18.4,1,10
16567,684600.0,3312,3,1.1,3,1971,17478,1,0,0,1,Tile,ForcedAir,1,Urban,Very Good,0,9.9,3,54
16568,494300.0,2063,4,3.8,0,2012,13034,1,1,0,0,Shingle,HeatPump,1,Rural,Very Good,0,2.2,1,13
16569,683000.0,3547,4,1.9,3,1957,7318,1,0,1,1,Metal,Radiant,0,Urban,Very Good,0,4.3,8,68
16570,753900.0,3582,5,3.7,2,2022,3166,2,2,0,0,Shingle,HeatPump,1,Rural,Excellent,0,11.1,1,3
16571,518000.0,1893,3,3.4,0,2018,11056,1,1,0,0,Tile,Radiant,1,Suburban,Poor,1,6.3,5,7
16572,801100.0,3586,5,2.2,3,2021,3559,2,2,1,0,Shingle,Radiant,1,Suburban,Good,0,12.4,10,4
16573,688600.0,3615,3,1.2,3,1964,13794,1,0,0,1,Shingle,ForcedAir,0,Suburban,Good,0,9.6,6,61
16574,821400.0,4563,1,3.8,1,1964,4134,2,1,0,1,Tile,ForcedAir,0,Urban,Fair,0,18.1,10,61
16575,895800.0,4835,4,3.0,0,1956,14918,1,1,1,1,Tile,ForcedAir,1,Suburban,Very Good,0,9.1,1,69
16576,675000.0,3123,6,1.7,2,1975,15165,2,2,0,1,Shingle,HeatPump,1,Suburban,Fair,0,16.5,9,50
16577,413200.0,1032,6,2.6,3,2014,19002,2,0,0,1,Metal,Radiant,1,Suburban,Good,1,6.1,9,11
16578,675400.0,2901,5,2.9,0,2000,19967,1,1,1,1,Metal,Radiant,1,Urban,Very Good,0,24.5,10,25
16579,604300.0,2828,2,1.7,2,1975,15784,2,0,0,1,Shingle,Baseboard,1,Suburban,Good,1,25.6,6,50
16580,584100.0,2729,6,1.3,3,1958,3732,1,2,0,0,Shingle,ForcedAir,1,Suburban,Fair,1,1.3,9,67
16581,528700.0,2258,3,1.8,3,1975,16967,2,0,1,0,Tile,Baseboard,1,Urban,Very Good,1,2.0,5,50
16582,483300.0,2448,1,1.1,1,1954,18868,2,2,0,0,Flat,Baseboard,1,Urban,Very Good,1,17.9,2,71
16583,334100.0,1207,2,1.2,1,1967,6201,2,1,0,1,Metal,HeatPump,0,Urban,Fair,1,20.6,8,58
16584,760000.0,4140,1,1.5,0,2002,13220,1,0,0,0,Metal,ForcedAir,1,Urban,Fair,0,7.1,8,23
16585,588800.0,2777,1,1.5,1,1972,10907,1,1,0,1,Shingle,Radiant,0,Suburban,Very Good,0,10.4,10,53
16586,687300.0,3213,3,1.7,1,2018,9987,1,2,1,0,Tile,Baseboard,1,Urban,Good,0,7.5,5,7
16587,568800.0,2560,1,3.8,0,2010,19355,2,0,0,1,Metal,Baseboard,1,Urban,Good,1,29.3,3,15
16588,841300.0,4397,5,2.7,3,1983,12628,2,0,0,1,Flat,ForcedAir,0,Urban,Fair,0,19.4,8,42
16589,475200.0,2178,2,2.3,2,1996,3809,1,1,0,0,Tile,ForcedAir,1,Suburban,Very Good,0,7.2,6,29
16590,414600.0,1420,1,2.7,0,2019,8374,1,2,0,1,Tile,HeatPump,1,Urban,Fair,0,18.2,10,6
16591,386400.0,1729,6,1.0,0,1976,5520,1,1,0,1,Shingle,ForcedAir,0,Suburban,Poor,0,20.6,3,49
16592,444200.0,1774,6,3.7,2,1951,10629,2,1,0,1,Flat,Radiant,1,Suburban,Excellent,0,16.1,1,74
16593,699800.0,3653,1,2.6,1,1958,16242,2,1,0,0,Shingle,Radiant,0,Rural,Very Good,0,22.5,7,67
16594,538800.0,2489,4,2.4,0,2003,19595,1,0,0,0,Metal,Baseboard,1,Suburban,Excellent,0,21.9,3,22
16595,377100.0,1525,4,3.8,3,1954,14090,1,1,0,1,Flat,Radiant,1,Urban,Fair,0,9.7,5,71
16596,316400.0,961,5,3.2,0,1952,16293,2,2,0,1,Tile,Radiant,1,Suburban,Good,0,10.4,8,73
16597,399400.0,1458,6,2.0,2,1963,10424,1,1,0,1,Flat,HeatPump,0,Rural,Excellent,0,10.4,5,62
16598,714300.0,3697,4,3.8,3,1958,15560,1,1,0,0,Flat,Baseboard,1,Urban,Very Good,0,20.9,6,67
16599,909800.0,4899,1,3.6,0,1998,3733,2,2,0,0,Metal,HeatPump,0,Urban,Fair,0,14.0,9,27
16600,738900.0,3342,6,3.9,3,2007,14610,2,0,0,1,Shingle,ForcedAir,0,Suburban,Very Good,0,17.5,5,18
16601,465300.0,2378,1,1.3,2,1959,3829,1,0,0,0,Tile,Baseboard,1,Rural,Very Good,0,12.9,3,66
16602,853600.0,4794,2,3.9,0,1956,6318,1,0,1,1,Flat,ForcedAir,1,Rural,Very Good,0,23.5,3,69
16603,446100.0,1874,6,2.6,0,1962,10739,2,2,0,1,Flat,ForcedAir,1,Urban,Good,0,16.3,4,63
16604,763800.0,4005,4,3.0,2,1984,5769,1,2,1,1,Metal,HeatPump,1,Suburban,Good,0,8.1,3,41
16605,974200.0,4844,3,1.6,3,2010,11619,1,1,0,1,Flat,ForcedAir,1,Suburban,Very Good,1,14.4,5,15
16606,817200.0,4233,4,1.4,3,1987,8822,1,1,1,1,Tile,Radiant,1,Suburban,Good,0,4.7,9,38
16607,414300.0,1677,1,1.2,2,1986,16429,3,2,0,0,Metal,Baseboard,1,Rural,Good,0,13.8,10,39
16608,456800.0,1891,2,2.3,3,2019,3121,2,0,0,0,Metal,HeatPump,0,Urban,Good,0,16.1,1,6
16609,722000.0,3859,4,1.7,3,1957,14205,2,1,0,1,Tile,Baseboard,1,Suburban,Good,1,28.1,7,68
16610,558200.0,2474,2,1.2,0,2018,9103,1,0,0,1,Tile,Baseboard,1,Suburban,Good,0,13.1,10,7
16611,582500.0,2408,4,3.9,3,1972,16530,2,2,0,1,Tile,Baseboard,1,Urban,Good,1,12.7,9,53
16612,688300.0,3626,5,3.2,2,1950,15136,1,1,1,1,Flat,ForcedAir,1,Suburban,Fair,0,4.3,4,75
16613,402700.0,2017,1,2.6,3,1962,3892,2,0,0,0,Flat,ForcedAir,1,Suburban,Good,0,10.8,1,63
16614,691800.0,3852,1,3.2,0,1975,14343,2,1,0,0,Shingle,HeatPump,1,Rural,Good,0,9.9,3,50
16615,391400.0,1113,3,2.8,3,2009,2489,2,2,0,1,Metal,ForcedAir,1,Rural,Very Good,0,29.2,4,16
16616,454200.0,1529,1,1.5,2,1999,5452,1,1,1,1,Metal,ForcedAir,1,Urban,Excellent,1,17.3,4,26
16617,958800.0,4839,3,2.9,1,2000,5007,3,2,0,1,Tile,Baseboard,1,Urban,Good,0,26.6,7,25
16618,347600.0,1183,1,3.0,1,2006,4231,1,1,0,1,Shingle,ForcedAir,1,Urban,Good,0,21.4,2,19
16619,542600.0,2612,4,1.7,1,2015,7496,2,2,0,1,Shingle,Radiant,0,Suburban,Poor,0,11.9,2,10
16620,636300.0,3124,4,2.0,1,2012,17152,1,1,0,1,Metal,Baseboard,1,Urban,Poor,0,3.9,8,13
16621,835200.0,4229,5,2.1,0,1990,5861,2,1,0,1,Metal,HeatPump,1,Rural,Good,1,2.7,7,35
16622,739600.0,3545,4,2.8,3,1984,8054,2,2,0,0,Metal,HeatPump,1,Suburban,Good,0,11.2,9,41
16623,632600.0,2664,2,1.4,0,2002,3986,1,2,0,1,Metal,Baseboard,1,Urban,Excellent,1,14.5,8,23
16624,849600.0,4091,4,3.2,1,2014,17981,3,0,0,0,Metal,Baseboard,0,Urban,Good,1,7.5,4,11
16625,365600.0,1027,3,2.0,3,1982,19234,1,0,0,1,Shingle,HeatPump,1,Urban,Fair,0,20.3,10,43
16626,661900.0,2864,6,3.1,1,2002,13335,2,2,0,1,Metal,ForcedAir,1,Urban,Fair,1,1.1,3,23
16627,271800.0,811,5,3.8,1,1953,13500,1,0,0,1,Flat,ForcedAir,1,Suburban,Good,0,17.7,5,72
16628,512700.0,2322,6,3.6,2,1951,10426,1,2,0,1,Flat,ForcedAir,1,Rural,Poor,0,19.6,10,74
16629,424000.0,1491,6,3.2,0,1957,2496,1,2,0,1,Flat,Radiant,1,Urban,Poor,1,13.9,8,68
16630,770800.0,4505,2,1.6,1,1971,13041,1,0,0,0,Flat,Radiant,0,Urban,Good,1,7.8,1,54
16631,578300.0,2539,2,3.2,1,2022,5937,2,1,0,1,Flat,Baseboard,1,Rural,Poor,0,24.0,7,3
16632,524000.0,2325,1,2.9,0,2020,6917,2,1,0,1,Flat,Radiant,1,Urban,Good,0,20.8,3,5
16633,330600.0,869,3,3.3,1,1979,17695,2,1,0,0,Tile,Baseboard,1,Urban,Good,0,7.5,10,46
16634,673100.0,3048,6,3.6,1,1992,11825,3,2,0,1,Tile,Radiant,1,Urban,Good,0,12.4,8,33
16635,854400.0,3923,4,1.9,3,2004,18226,1,2,0,1,Metal,Radiant,1,Urban,Excellent,1,24.8,10,21
16636,797500.0,4130,4,2.9,0,1964,11939,2,2,0,1,Tile,HeatPump,0,Suburban,Excellent,0,20.7,5,61
16637,497700.0,2087,1,1.8,0,2020,6569,1,1,0,0,Metal,Baseboard,1,Suburban,Excellent,0,21.4,10,5
16638,399400.0,1375,4,2.0,2,2010,4754,2,1,1,1,Shingle,HeatPump,1,Rural,Fair,0,3.8,4,15
16639,631100.0,2972,2,2.6,3,2016,4032,1,2,0,0,Shingle,Baseboard,0,Urban,Very Good,0,23.9,2,9
16640,399700.0,1544,4,2.3,0,1972,17673,2,2,1,1,Metal,Radiant,1,Rural,Fair,1,13.4,1,53
16641,738300.0,3327,6,2.8,1,1976,8088,2,1,0,0,Shingle,HeatPump,1,Urban,Very Good,0,24.3,8,49
16642,784600.0,3873,4,3.3,0,1997,8613,1,2,0,0,Shingle,Baseboard,0,Rural,Fair,1,28.8,4,28
16643,489800.0,1824,2,2.8,0,2010,8786,3,1,0,1,Shingle,ForcedAir,1,Urban,Excellent,0,18.9,2,15
16644,447700.0,1741,3,3.9,1,1965,13596,1,0,0,1,Metal,Baseboard,1,Urban,Fair,0,13.4,10,60
16645,485600.0,1567,6,3.2,3,1963,7818,1,2,0,0,Shingle,Baseboard,1,Rural,Good,0,5.7,8,62
16646,688800.0,3238,3,4.0,0,2001,13726,1,2,0,1,Flat,ForcedAir,1,Urban,Very Good,0,10.1,3,24
16647,385200.0,1633,2,3.2,2,1969,7163,1,2,0,1,Metal,ForcedAir,1,Rural,Fair,0,12.6,9,56
16648,567200.0,2990,2,2.5,0,1959,9034,1,1,1,1,Flat,ForcedAir,1,Suburban,Very Good,0,26.6,5,66
16649,443600.0,1427,6,2.2,0,2007,3781,1,0,1,1,Flat,HeatPump,1,Urban,Very Good,0,14.6,5,18
16650,370300.0,1176,5,3.2,1,1978,12169,2,1,0,1,Flat,HeatPump,1,Urban,Fair,1,29.1,6,47
16651,881000.0,4686,5,3.1,3,1953,19531,2,0,0,1,Metal,HeatPump,1,Rural,Good,0,2.1,1,72
16652,240100.0,889,4,3.0,2,1954,10781,2,1,0,1,Metal,Radiant,1,Urban,Fair,0,10.0,2,71
16653,759800.0,3655,6,3.2,2,1987,3711,1,2,1,1,Metal,Radiant,1,Urban,Poor,0,29.8,7,38
16654,493200.0,1865,6,3.6,3,2017,9990,1,0,0,0,Flat,ForcedAir,0,Suburban,Fair,0,8.0,9,8
16655,438200.0,1858,4,1.7,0,1961,17163,2,0,0,1,Flat,Baseboard,1,Suburban,Good,0,4.6,8,64
16656,858700.0,3859,5,2.7,2,2001,11375,1,0,0,0,Metal,Radiant,1,Suburban,Very Good,1,10.4,10,24
16657,955600.0,4872,4,2.8,1,2020,18143,2,1,0,0,Flat,Radiant,1,Urban,Excellent,0,10.2,3,5
16658,673500.0,3400,3,1.9,0,2015,10094,1,1,1,1,Metal,ForcedAir,1,Suburban,Good,0,18.1,2,10
16659,675800.0,2904,3,4.0,2,2014,10142,1,1,1,1,Flat,Radiant,0,Suburban,Fair,0,22.6,8,11
16660,741900.0,3653,1,3.4,1,2022,19905,2,0,0,1,Flat,ForcedAir,1,Rural,Fair,0,16.5,5,3
16661,698100.0,3455,5,2.0,3,1995,8886,2,0,0,0,Flat,Radiant,0,Suburban,Poor,0,1.9,9,30
16662,500100.0,2315,3,2.1,3,1959,10044,2,0,0,1,Flat,HeatPump,1,Suburban,Excellent,0,17.1,5,66
16663,707900.0,3817,1,3.2,3,1968,19189,1,1,0,0,Flat,Baseboard,1,Urban,Good,0,16.5,10,57
16664,881500.0,4947,2,1.0,3,1969,4790,1,0,0,1,Flat,HeatPump,0,Suburban,Poor,0,23.9,6,56
16665,527700.0,2373,6,2.4,1,1978,18988,1,1,0,1,Metal,Baseboard,1,Urban,Fair,0,13.9,1,47
16666,651500.0,3336,3,2.0,1,2016,16979,2,0,0,0,Flat,ForcedAir,1,Suburban,Fair,0,18.1,8,9
16667,830600.0,4726,1,3.6,0,1971,9517,1,1,0,0,Metal,HeatPump,1,Rural,Good,1,11.9,10,54
16668,632300.0,2852,4,3.4,3,2005,5819,1,1,0,1,Shingle,Baseboard,1,Suburban,Good,0,5.8,2,20
16669,865600.0,4596,6,2.0,3,1972,4719,1,1,0,1,Metal,Radiant,1,Suburban,Good,0,23.9,4,53
16670,426000.0,1431,1,3.6,3,1989,15936,1,1,0,1,Shingle,Baseboard,1,Suburban,Good,0,18.3,10,36
16671,539600.0,2661,3,3.7,1,1996,3024,2,1,0,1,Metal,Baseboard,1,Urban,Very Good,0,11.4,2,29
16672,974900.0,4752,4,2.7,3,2012,9793,2,0,0,0,Metal,Baseboard,1,Urban,Very Good,1,26.6,9,13
16673,444200.0,2032,4,1.5,1,1987,15318,2,0,0,1,Metal,Radiant,1,Suburban,Good,0,25.5,6,38
16674,617100.0,3064,1,3.3,0,1958,13927,2,0,0,1,Shingle,Radiant,1,Rural,Excellent,1,13.9,2,67
16675,647300.0,2847,1,2.0,3,1999,17392,3,1,1,0,Metal,ForcedAir,1,Suburban,Poor,1,7.6,7,26
16676,374300.0,1335,3,2.6,0,2010,11560,3,1,0,0,Flat,Baseboard,1,Suburban,Good,0,6.2,6,15
16677,839200.0,4333,4,1.1,1,2010,16872,3,1,0,1,Tile,ForcedAir,1,Rural,Good,1,19.4,3,15
16678,751600.0,3897,5,2.5,0,1972,2461,2,2,0,1,Metal,ForcedAir,1,Urban,Fair,0,29.0,7,53
16679,449200.0,2075,1,2.1,2,1975,17975,2,1,0,1,Tile,ForcedAir,1,Rural,Excellent,0,1.7,3,50
16680,733900.0,3873,5,3.1,0,1952,4635,1,0,0,1,Tile,Radiant,1,Urban,Good,1,7.6,3,73
16681,437100.0,1825,5,1.1,1,2015,10152,1,1,0,1,Shingle,ForcedAir,0,Suburban,Good,1,12.9,3,10
16682,582000.0,2851,4,2.9,0,1985,2778,1,1,0,1,Shingle,Radiant,1,Suburban,Fair,1,25.5,2,40
16683,891600.0,4421,3,3.3,0,2022,2196,2,0,1,1,Tile,ForcedAir,0,Suburban,Good,0,22.8,6,3
16684,315100.0,1000,5,1.0,1,1994,2860,2,1,0,0,Metal,ForcedAir,1,Rural,Very Good,0,3.8,6,31
16685,819500.0,4123,3,3.2,1,2020,10513,1,1,0,1,Flat,Baseboard,1,Rural,Good,0,25.6,2,5
16686,757600.0,4158,1,1.4,3,1995,11921,1,1,0,1,Metal,ForcedAir,1,Suburban,Poor,0,12.5,5,30
16687,770000.0,3771,4,3.1,0,2014,16897,1,1,0,0,Shingle,HeatPump,1,Rural,Very Good,0,8.7,1,11
16688,447700.0,1385,2,2.4,3,1984,18395,2,2,0,1,Flat,Radiant,1,Suburban,Excellent,1,21.9,9,41
16689,810400.0,4145,4,2.7,2,1965,4500,2,2,1,0,Tile,Radiant,1,Suburban,Poor,0,7.3,6,60
16690,946300.0,4654,2,2.0,2,1996,19721,2,2,0,0,Metal,Radiant,0,Rural,Excellent,1,14.1,10,29
16691,836600.0,4224,6,1.7,1,1970,9732,2,0,1,1,Shingle,Baseboard,0,Suburban,Excellent,1,4.6,3,55
16692,840800.0,4900,1,1.2,3,1958,3200,1,1,0,1,Tile,HeatPump,1,Urban,Good,1,29.6,3,67
16693,312000.0,1159,3,3.6,2,1957,13426,2,0,0,0,Tile,ForcedAir,1,Suburban,Good,0,21.7,10,68
16694,795900.0,4469,1,2.8,0,1996,8246,3,1,0,1,Tile,HeatPump,1,Urban,Fair,0,18.2,5,29
16695,809500.0,4277,4,3.9,1,1991,15546,1,2,0,0,Tile,Baseboard,1,Suburban,Fair,0,12.9,5,34
16696,684700.0,3612,2,3.6,0,1960,16256,2,1,0,1,Flat,Radiant,1,Urban,Fair,0,9.7,2,65
16697,370700.0,844,6,3.6,3,2006,13529,3,2,0,1,Tile,Baseboard,1,Suburban,Very Good,0,12.7,6,19
16698,739100.0,3550,2,2.8,3,1989,17672,1,0,0,0,Tile,Baseboard,0,Rural,Excellent,0,5.3,6,36
16699,387000.0,1433,4,1.2,2,1983,19342,1,2,1,1,Metal,HeatPump,1,Rural,Fair,0,10.2,4,42
16700,504400.0,2010,4,3.7,3,1953,18846,3,2,0,0,Flat,HeatPump,1,Urban,Very Good,0,21.1,10,72
16701,527700.0,2549,1,1.4,2,1999,8206,1,2,0,1,Shingle,HeatPump,1,Urban,Poor,0,29.1,8,26
16702,812700.0,4041,5,2.6,2,1997,11160,2,1,0,0,Flat,HeatPump,0,Urban,Fair,0,11.5,4,28
16703,726600.0,3568,2,3.6,1,1956,10737,1,0,0,1,Shingle,Radiant,1,Urban,Fair,1,16.0,8,69
16704,350400.0,1393,4,2.4,2,1991,8165,2,0,0,0,Flat,Radiant,0,Urban,Good,0,8.8,3,34
16705,565500.0,2224,1,1.5,3,2014,14625,1,1,0,1,Flat,HeatPump,1,Rural,Excellent,0,23.6,8,11
16706,643700.0,2726,5,2.1,3,1999,10555,1,2,0,1,Flat,ForcedAir,1,Urban,Fair,0,13.3,10,26
16707,411100.0,1656,3,4.0,1,1995,3620,1,2,0,0,Shingle,ForcedAir,1,Urban,Poor,0,10.8,6,30
16708,458300.0,1351,4,4.0,3,1991,15525,1,0,0,1,Tile,Baseboard,1,Rural,Excellent,1,27.0,1,34
16709,964500.0,4938,5,3.1,1,1973,15947,1,2,0,0,Metal,ForcedAir,1,Urban,Very Good,1,9.0,9,52
